loss,epoch,created_at
0.11840155720710754,0,2019-12-16 02:17:13.906876
0.10818161815404892,1,2019-12-16 02:17:14.278280
0.10073547065258026,2,2019-12-16 02:17:14.340484
0.08114857971668243,3,2019-12-16 02:17:14.409670
0.07313694059848785,4,2019-12-16 02:17:14.470371
0.06027938425540924,5,2019-12-16 02:17:14.530253
0.05150322988629341,6,2019-12-16 02:17:14.801320
0.04434024170041084,7,2019-12-16 02:17:14.872075
0.03838227689266205,8,2019-12-16 02:17:14.933979
0.033098284155130386,9,2019-12-16 02:17:15.003726
0.028871838003396988,10,2019-12-16 02:17:15.064943
0.025695279240608215,11,2019-12-16 02:17:15.368390
0.02279415912926197,12,2019-12-16 02:17:15.429257
0.020156996324658394,13,2019-12-16 02:17:15.487306
0.017935657873749733,14,2019-12-16 02:17:15.548820
0.016176708042621613,15,2019-12-16 02:17:15.608651
0.014781544916331768,16,2019-12-16 02:17:15.888723
0.013562170788645744,17,2019-12-16 02:17:15.950432
0.012678493745625019,18,2019-12-16 02:17:16.007144
0.011930875480175018,19,2019-12-16 02:17:16.067326
0.011297949589788914,20,2019-12-16 02:17:16.127514
0.010731888003647327,21,2019-12-16 02:17:16.390753
0.010190301574766636,22,2019-12-16 02:17:16.452948
0.009650574997067451,23,2019-12-16 02:17:16.512840
0.009157336317002773,24,2019-12-16 02:17:16.568352
0.008715739473700523,25,2019-12-16 02:17:16.609912
0.008306230418384075,26,2019-12-16 02:17:16.840520
0.008002243936061859,27,2019-12-16 02:17:16.883233
0.007706358563154936,28,2019-12-16 02:17:16.925070
0.0075277588330209255,29,2019-12-16 02:17:16.966402
0.007252632640302181,30,2019-12-16 02:17:17.007651
0.007051398046314716,31,2019-12-16 02:17:17.227484
0.006809993647038937,32,2019-12-16 02:17:17.269113
0.006623740307986736,33,2019-12-16 02:17:17.310922
0.006390914786607027,34,2019-12-16 02:17:17.353939
0.006190228275954723,35,2019-12-16 02:17:17.400560
0.005957114044576883,36,2019-12-16 02:17:17.632450
0.0058096833527088165,37,2019-12-16 02:17:17.696397
0.005635806825011969,38,2019-12-16 02:17:17.754809
0.005512116011232138,39,2019-12-16 02:17:17.803741
0.005385661963373423,40,2019-12-16 02:17:17.853206
0.005286018364131451,41,2019-12-16 02:17:18.107477
0.005243253894150257,42,2019-12-16 02:17:18.156376
0.005421249661594629,43,2019-12-16 02:17:18.217589
0.004988417495042086,44,2019-12-16 02:17:18.271595
0.004682666156440973,45,2019-12-16 02:17:18.331169
0.004682822618633509,46,2019-12-16 02:17:18.570393
0.004444896709173918,47,2019-12-16 02:17:18.631526
0.004313392098993063,48,2019-12-16 02:17:18.691938
0.004297623876482248,49,2019-12-16 02:17:18.753069
0.004280703142285347,50,2019-12-16 02:17:18.813184
0.00471191992983222,51,2019-12-16 02:17:19.066458
0.0044437977485358715,52,2019-12-16 02:17:19.129282
0.0038965849671512842,53,2019-12-16 02:17:19.188965
0.004227537661790848,54,2019-12-16 02:17:19.250223
0.0037086820229887962,55,2019-12-16 02:17:19.321783
0.003874098649248481,56,2019-12-16 02:17:19.579799
0.0034814977552741766,57,2019-12-16 02:17:19.646873
0.0036082034930586815,58,2019-12-16 02:17:19.714587
0.0033363979309797287,59,2019-12-16 02:17:19.779149
0.003416903782635927,60,2019-12-16 02:17:19.847668
0.0032165523152798414,61,2019-12-16 02:17:20.143301
0.0032523092813789845,62,2019-12-16 02:17:20.209096
0.0030511252116411924,63,2019-12-16 02:17:20.271973
0.0031020562164485455,64,2019-12-16 02:17:20.352351
0.002945121144875884,65,2019-12-16 02:17:20.416553
0.0029635673854500055,66,2019-12-16 02:17:20.700752
0.0028662437107414007,67,2019-12-16 02:17:20.769607
0.0028595994226634502,68,2019-12-16 02:17:20.838213
0.0027602065820246935,69,2019-12-16 02:17:20.897521
0.002765846671536565,70,2019-12-16 02:17:20.949735
0.0026751309633255005,71,2019-12-16 02:17:21.227024
0.002666110871359706,72,2019-12-16 02:17:21.279647
0.0026109826285392046,73,2019-12-16 02:17:21.331702
0.0025926721282303333,74,2019-12-16 02:17:21.383054
0.0025568646378815174,75,2019-12-16 02:17:21.427503
0.0025084232911467552,76,2019-12-16 02:17:21.693124
0.0024799054954200983,77,2019-12-16 02:17:21.746622
0.002423575846478343,78,2019-12-16 02:17:21.791405
0.002413022331893444,79,2019-12-16 02:17:21.849439
0.002364393789321184,80,2019-12-16 02:17:21.897442
0.0023622699081897736,81,2019-12-16 02:17:22.161951
0.0023761834017932415,82,2019-12-16 02:17:22.211741
0.002445673104375601,83,2019-12-16 02:17:22.258817
0.0025154270697385073,84,2019-12-16 02:17:22.308341
0.0024306506384164095,85,2019-12-16 02:17:22.359249
0.002344591310247779,86,2019-12-16 02:17:22.601757
0.0023004133254289627,87,2019-12-16 02:17:22.654897
0.0022464673966169357,88,2019-12-16 02:17:22.701309
0.0023043255787342787,89,2019-12-16 02:17:22.752285
0.002299149287864566,90,2019-12-16 02:17:22.800625
0.002153463428840041,91,2019-12-16 02:17:23.069745
0.002177017740905285,92,2019-12-16 02:17:23.126316
0.0022373474203050137,93,2019-12-16 02:17:23.174482
0.0020919679664075375,94,2019-12-16 02:17:23.216057
0.0020681971218436956,95,2019-12-16 02:17:23.269657
0.0021534315310418606,96,2019-12-16 02:17:23.525844
0.0019893969874829054,97,2019-12-16 02:17:23.568915
0.002004028297960758,98,2019-12-16 02:17:23.622275
0.002027284586802125,99,2019-12-16 02:17:23.680750
0.001926645403727889,100,2019-12-16 02:17:23.742146
0.001937927445396781,101,2019-12-16 02:17:24.024377
0.0019275714876130223,102,2019-12-16 02:17:24.080121
0.0018721530213952065,103,2019-12-16 02:17:24.149094
0.0018673002487048507,104,2019-12-16 02:17:24.217417
0.0018412928329780698,105,2019-12-16 02:17:24.283418
0.0018358805682510138,106,2019-12-16 02:17:24.565095
0.0018181055784225464,107,2019-12-16 02:17:24.615457
0.0017624972388148308,108,2019-12-16 02:17:24.665690
0.0017701960168778896,109,2019-12-16 02:17:24.714669
0.0017673749243840575,110,2019-12-16 02:17:24.763876
0.0017342858482152224,111,2019-12-16 02:17:25.033090
0.0017347002867609262,112,2019-12-16 02:17:25.082723
0.0017275919672101736,113,2019-12-16 02:17:25.131720
0.001721736742183566,114,2019-12-16 02:17:25.180227
0.0017535692313686013,115,2019-12-16 02:17:25.227986
0.0018762248801067472,116,2019-12-16 02:17:25.476496
0.002140273340046406,117,2019-12-16 02:17:25.528362
0.0021350837778300047,118,2019-12-16 02:17:25.576155
0.0018277113558724523,119,2019-12-16 02:17:25.624325
0.0018174691358581185,120,2019-12-16 02:17:25.672311
0.0018505945336073637,121,2019-12-16 02:17:25.839714
0.0017665917985141277,122,2019-12-16 02:17:25.888195
0.0017091085901483893,123,2019-12-16 02:17:25.937423
0.001762249507009983,124,2019-12-16 02:17:25.986124
0.001709459349513054,125,2019-12-16 02:17:26.036497
0.0016639719251543283,126,2019-12-16 02:17:26.205934
0.0016556736081838608,127,2019-12-16 02:17:26.254014
0.0016558796633034945,128,2019-12-16 02:17:26.302716
0.0015923589235171676,129,2019-12-16 02:17:26.350922
0.001607815851457417,130,2019-12-16 02:17:26.399861
0.001567764556966722,131,2019-12-16 02:17:26.566664
0.0015807747840881348,132,2019-12-16 02:17:26.616791
0.0015364974969998002,133,2019-12-16 02:17:26.666435
0.0015457940753549337,134,2019-12-16 02:17:26.714914
0.0015238835476338863,135,2019-12-16 02:17:26.763615
0.001501013757660985,136,2019-12-16 02:17:27.034976
0.0015102711040526628,137,2019-12-16 02:17:27.085671
0.0014888757141306996,138,2019-12-16 02:17:27.134578
0.0014797609765082598,139,2019-12-16 02:17:27.183622
0.0014727495145052671,140,2019-12-16 02:17:27.234587
0.0014574688393622637,141,2019-12-16 02:17:27.494939
0.001459892955608666,142,2019-12-16 02:17:27.551454
0.0014368608826771379,143,2019-12-16 02:17:27.600022
0.0014268680242821574,144,2019-12-16 02:17:27.648379
0.001428345451131463,145,2019-12-16 02:17:27.697974
0.001414356054738164,146,2019-12-16 02:17:27.968595
0.001413589809089899,147,2019-12-16 02:17:28.018013
0.0014067116426303983,148,2019-12-16 02:17:28.066419
0.0013926136307418346,149,2019-12-16 02:17:28.116286
0.0013894238509237766,150,2019-12-16 02:17:28.165181
0.0013868677197024226,151,2019-12-16 02:17:28.430129
0.0013897956814616919,152,2019-12-16 02:17:28.479375
0.0014273056294769049,153,2019-12-16 02:17:28.537564
0.0014940225519239902,154,2019-12-16 02:17:28.588122
0.001672064419835806,155,2019-12-16 02:17:28.637095
0.0016189028974622488,156,2019-12-16 02:17:28.905181
0.001474431250244379,157,2019-12-16 02:17:28.954338
0.0014089897740632296,158,2019-12-16 02:17:29.003289
0.0015010705683380365,159,2019-12-16 02:17:29.051571
0.001510242116637528,160,2019-12-16 02:17:29.105965
0.001355003914795816,161,2019-12-16 02:17:29.376475
0.0014646550407633185,162,2019-12-16 02:17:29.426498
0.0014836207265034318,163,2019-12-16 02:17:29.482392
0.0013741889270022511,164,2019-12-16 02:17:29.532897
0.0014331561978906393,165,2019-12-16 02:17:29.582599
0.0013949484564363956,166,2019-12-16 02:17:29.862960
0.0013517832849174738,167,2019-12-16 02:17:29.912796
0.0013978112256154418,168,2019-12-16 02:17:29.962543
0.0013320547295734286,169,2019-12-16 02:17:30.011044
0.0013445086078718305,170,2019-12-16 02:17:30.059599
0.0013380935415625572,171,2019-12-16 02:17:30.324673
0.0013283295556902885,172,2019-12-16 02:17:30.374260
0.0013216775842010975,173,2019-12-16 02:17:30.422835
0.0012965117348358035,174,2019-12-16 02:17:30.471476
0.0013110117288306355,175,2019-12-16 02:17:30.519863
0.0012787695741280913,176,2019-12-16 02:17:30.789899
0.001302319928072393,177,2019-12-16 02:17:30.844182
0.001295279711484909,178,2019-12-16 02:17:30.901456
0.0012613193830475211,179,2019-12-16 02:17:30.982524
0.0012858924455940723,180,2019-12-16 02:17:31.032298
0.0012556102592498064,181,2019-12-16 02:17:31.204726
0.0012504705227911472,182,2019-12-16 02:17:31.253568
0.001257099793292582,183,2019-12-16 02:17:31.302365
0.0012481554877012968,184,2019-12-16 02:17:31.351649
